Index,Sentence
5567,Ses yeux bleus étaient délavés.
5568,Le tee-shirt était bleu pâle.
5569,Colin travaillait-il ? .
5570,Il se livrait à des tâches administratives.
5571,Ce point est déjà établi.
5572,Elle était derrière les deux véhicules garés.
5573,Et une femme caractérielle...
5574,Milo leur adressa un signe de tête.
5575,Pourquoi est-il arrivé quelque chose ?
5576,Ils chassaient avec un pistolet à air.
5577,Elles étaient plus petites.
5578,L'armoire était vierge de décoration.
5579,Il allait entrer au séminaire.
5580,Les patients avaient le teint terreux.
5581,Je suis un homme de détails.
5582,La sauvagerie infligée à Vita.
5583,Elles évitent le sujet principal.
5584,La cause première était un trauma.
5585,Y a-t-il autre chose ?
5586,Il y avait une explosion de violence.
5587,Il était en gras.
5588,Ils étaient de Louie.
5589,"À la réception, une septuagénaire siégeait."
5590,Le simple fait d'en parler aide.
5591,C'est comme ces guêpes.
5592,J'ai appris quelles questions ignorer.
5593,Elle leur pourrissait la vie.
5594,Il est en grande partie coagulé.
5595,Elle s'est plaqué la main.
5596,Il portait des culs de bouteille.
5597,"Bon, trêve de plaisanteries."
5598,Il a pu localiser la sœur de Vita.
5599,Le quartier est très calme.
5600,Il gérait exclusivement un gros client .
5601,Il déplace sa colère.
5602,Nous n'aurons qu'une occasion.
5603,C'était dans une unité d'oncologie.
5604,Hi ! Hi !
5605,Le dommage était psychologique.
5606,Ils ont introduit un chat en cachette.
5607,Tu tiens un tordu amateur de pizza ?
5608,Ce sera dernier délai.
5609,"D'autres, elle devait conseiller un remède."
5610,Coup en traître pour Colin.
5611,qu'il y a toujours une première fois.
5612,Milo demanda si je décidais de l'énerver.
5613,Un fauteuil roulant apparut.
5614,Il devrait protéger des millions de personnes.
5615,Ils étaient blanc cassé.
5616,Inutile de les encourager .
5617,Il n'obtenait pas de réponse.
5618,Elle avait un large sourire.
5619,On tient notre petite logique.
5620,La patronne revint de la cuisine.
5621,Ça ne donnait pas cette impression.
5622,Il avait la cinquantaine.
5623,Il n'a presque rien répandu.
5624,"Au contraire, ils sont passifs."
5625,Je m'attardai dans l'appartement.
5626,Je suis passé chez les Soo.
5627,Je refuse de le remplacer.
5628,Mais nous ne dévoilons rien.
5629,Il n'avait pas besoin d'un tel niveau.
5630,Un juif chez Jésus. Hi ! Hi !
5631,Il y avait force grincements de dents.
5632,"Pour moi, ça rend la chose plus répugnante ."
5633,Elle s'est nourrie de lait chocolaté.
5634,"Sinon, je les aurais installés loin."
5635,Je ne me bousillerai pas l'épaule.
5636,Il portait une chemise bleue.
5637,À cause du meurtre ?
5638,Et rassurance-maladie Well-Start ? .
5639,Seulement  pizza  était inscrit.
5640,C'étaient des abonnements à des revues professionnelles.
5641,Pas de sexualité ?
5642,"Je sais, il n’y a jamais personne."
5643,Ils avaient tranché la jugulaire droite.
5644,Ils ne se découragent pas.
5645,"Alors, que pouvez-vous nous dire ?"
5646,N'hésitez pas si vous souhaitez autre chose.
5647,Il savait qu'elle buvait le soir.
5648,Nina Hassan lui adressa un salut jovial.
5649,Elle était pliée plusieurs fois.
5650,Point de serviettes cette fois-ci.
5651,Il fallait deviner ce qu'il fallait faire.
5652,Demander s'il connaissait l'homme.
5653,"Absolument, les pires ennuis possibles."
5654,Nous sommes censés les respecter.
5655,Elle n'était pas la plus facile.
5656,Elle est accro à Top Chef.
5657,Nguyen peut lancer une recherche rapide.
5658,Je pense que je n'ai jamais rencontré.
5659,Ils ne demandaient rien d'extraordinaire.
5660,Le propriétaire l'a découverte.
5661,Elle était à jour de ses primes d'assurance.
5662,Il demanda une procédure judiciaire.
5663,Je craignais de la voir réapparaître.
5664,Elle se plaqua la main sur la bouche.
5665,Elle voulait faire le ménage dans l'appartement.
5666,Elle gravit rapidement les marches.
5667,Je demandai qui ils avaient aperçu.
5668,Je peux te le dire.
5669,C'est comme un champ de mines.
5670,"Si elle insiste, on conseille des médicaments."
5671,Deux jeunes mères étaient là.
5672,Le tueur avait épié ses deux premières victimes.
5673,Elle était limite parano.
5674,Dit-elle d'un ton enjoué.
5675,C'était celui des Quigg.
5676,cela pour s'arracher une dent.
5677,J’avais dix ans d’ancienneté.
5678,Sean était toujours sur le terrain.
5679,J'en parlerais aux Feldman.
5680,Shacker m'indique un siège.
5681,Elle était sans doute lisse.
5682,"Moi, te demander un truc pareil ?"
5683,Un mois pour d'autres.
5684,Ils étaient apprêtés au beurre clarifié.
5685,On décidera pour le Luminol.
5686,La signalétique dirigeait les infirmes.
5687,"Milo demanda ""L'ex-mari ?"
5688,La voix de Reed sortit des haut-parleurs.
5689,Leur enfant avait quatre ou cinq ans.
5690,Ils sont pour différentes chaînes.
5691,Divers services occupaient l'arrière.
5692,Elle avait un accent de Brooklyn.
5693,"Pas moi, ma fille."
5694,C'était sur la boîte aux lettres.
5695,Elle se voyait comme la gardienne de la décence.
5696,Si vous voulez une confirmation.
5697,Rouge pour  en consultation .
5698,cela avec un clin d'œil.
5699,Et un gâchis d'ovule.
5700,Il m'a fallu un mois.
5701,Les patients ne se croisaient pas.
5702,Madame a droit à des toilettes.
5703,Elle avait un reçu à la main.
5704,Ce rail était en fer forgé.
5705,Ni ça ni rien d'autre.
5706,Je vous sers du thé ?
5707,Elle ne lui en avait pas parlé.
5708,Peut-être un mélange .
5709,Il peut s'initier à la découpe.
5710,Petites douleurs ici et là.
5711,Ils étaient incompatibles avec la vie.
5712,J'ai prévenu le Dr U.
5713,Cela fournissait un diagnostic sur le métabolisme.
5714,Milo accéda à sa demande.
5715,Y a-t-il eu un problème ?
5716,Ce choix retardait ses études.
5717,Mais c'était cette impression.
5718,Ce n'est pas un métier comme autre.
5719,"Quelques-uns s’en plaignent, lieutenant."
5720,"À ce moment, Vita a jailli."
5721,La boxe est aussi une bonne école.
5722,Il avait des yeux pétillants chocolat foncé.
5723,Elle était persuadée du contraire.
5724,Le pauvre gars sort le chien .
5725,Elle portait un haut noir décolleté.
5726,Ce genre d'affaire lance une carrière.
5727,Elle était en butte aux moqueries.
5728,Mon nom y figurera ?
5729,J'ai assisté au match.
5730,La liste des patients.
5731,Elle perçoit sa chaleur.
5732,"Au fil des ans, il avait eu l'occasion."
5733,Je suis quasi réveillé.
5734,Combien de séances eûtes-vous ?
5735,Qu'elles puissent se défendre.
5736,Elle m'a ignorée complètement.
5737,Une vraie carpette .
5738,Elle a sûrement un pote costaud.
5739,Il appela Moe Reed.
5740,C'était une technologie de pointe.
5741,Tout le matériel est bas de gamme.
5742,"Pareil pour vous, lieutenant."
5743,Ses cheveux étaient noirs et raides.
5744,"...dans l'enquête, je pensais rendre l'affaire publique."
5745,"Je demandai ""Pourquoi ?"
5746,L'incident s'est produit avant votre arrivée ?
5747,Je l’ai comparée à une cow-girl.
5748,Quand elle en avait envie.
5749,Pas tant pour le portefeuille.
5750,"Bonjour, je peux vous caser."
5751,Elle met sa truffe dans ma main.
5752,Elle ramena la tête en arrière.
5753,Vous n'êtes pas un grand chef.
5754,Shacker est tenu par la confidentialité.
5755,Sean ne se décourage pas facilement.
5756,Ses talents de dessinateur aidèrent.
5757,avant ou après ?
5758,Comme ça se fait par là-bas .
5759,Vous donnez une impression calme.
5760,"D'ailleurs, il ressemble en ça à son maître ."
5761,Ce sera dans un joli paquet-cadeau.
5762,Il ressemblait à M. Tout-le-monde.
5763,"Il y a cinq paires différentes, minimum ."
5764,Il n’y a pas d’autre accès.
5765,Cela pourrait être un coup d'essai.
5766,Elle voulait s'assurer de bien faire.
5767,J'ai perdu ma maison.
5768,C'était quand je l'avais croisée deux ans auparavant.
5769,Il doit m'en dire plus sur elle.
5770,Elle secoua la tête.
5771,Il n'a même pas posé sa candidature.
5772,Elle n'a pas élevé la voix.
5773,Son mari lui avait-il parlé ?
5774,Il déplace sa colère.
5775,Ce matériel informatique était onéreux.
5776,Elle avait différentes chaînes.
5777,La compagnie parlerait du traitement.
5778,"Votre discours se tient, Jay."
5779,Ces gens n'avaient aucun moyen.
5780,La vache folle .
5781,Pourquoi j'ai décidé de me servir de mon passe.
5782,Elles formaient une décoration grotesque.
5783,Quand vous avez vu Jay la dernière fois.
5784,On va inspecter les siphons.
5785,Une pharmacie s'appelle  boutique d'apothicaire .
5786,Elle râlerait parce que j'ai pénétré chez elle.
5787,Le souffle crispé et le teint cramoisi...
5788,Il y avait des fournisseurs de matériel.
5789,Elle ressemblait aux enfants affamés.
5790,Ils se criaient dessus.
5791,C'était à poings nus.
5792,Vita était quand même mignonne.
5793,Pour augmenter le plaisir ?
5794,"Alors, t’en penses quoi ?"
5795,J'avais un Jeep Wagoneer aussi.
5796,Glenda ne mêlait pas loisir et travail.
5797,C'étaient des fractures du septum nasal.
5798,Je ne veux pas de contamination.
5799,Il semble qu'il a trouvé un défaut.
5800,Sa régulation thermique dérailla.
5801,Elle a suscité de l'animosité.
5802,Il écouta en plissant le front.
5803,"Oui, pourquoi pas, convint-il."
5804,Pourquoi dévoiler ses prouesses ?
5805,Une poussière violacée la recouvre.
5806,Il rentrait chez soi.
5807,C'était le secteur de West L.A.
5808,Le timbre de la sonnette fut sa dernière musique.
5809,Troubles de la concentration.
5810,Il concevait que Vita agace un cinglé.
5811,Elle était tournée à droite.
5812,Vous devriez l'être réellement.
5813,Oui ? Qu’est-ce que c’est ?
5814,Sean n'a pas demandé le vêtement.
5815,Il voulait tout et n'importe quoi.
5816,Le geste était sûr.
5817,Ils étaient longs et ondulés.
5818,J'étais intrigué par cela.
5819,Rien de bien méchant.
5820,Elle venait d'accepter l'assignation.
5821,Si je ne la rappelais pas à l'heure...
5822,Je ne crois pas qu’il soit coupable.
5823,Elle n'entend pas d'agitation.
5824,Tout semblait en ordre dans le salon.
5825,C'était l'expertise de Shacker.
5826,Il est toujours préférable de vérifier.
5827,Il avait des Nike blanches.
5828,Il ne boitait pas.
5829,Elle aurait pu passer pour sa sœur.
5830,Vita était quelqu'un de...
5831,Il gisait d'un sentier.
5832,C'est l'hypothèse du pourboire.
5833,Il croise les jambes.
5834,Je pencherais pour le cancer.
5835,Elle fut aussi vaine que les interrogatoires.
5836,Il faisait vraiment doux.
5837,Il y a ceux qui embrassent la religion.
5838,Sa ligne téléphonique sera vérifiée.
5839,C'était celle du Dr Glenda Parnell.
5840,Je n'ai pas besoin d'un procès.
5841,Il occupait un bloc entier.
5842,Nous avons du mal à stocker.
5843,Ils sont dans la chambre.
5844,"Jamais de la vie, vraiment."
5845,Ils sont ravis d’avoir un parc de plus.
5846,Le micro-ondes eut raison des saucisses.
5847,Il s'agissait d'un vieux diner.
5848,Le premier détaille sa solvabilité.
5849,C'était comme une bouilloire.
5850,Gloria s'affairait à l'intérieur.
5851,Le stuc défraîchi était pâle.
5852,Elle perdait son temps.
5853,C'est la bicoque de style Tudor.
5854,Elle peut apporter un regard extérieur.
5855,Il était en face de Cedar.
5856,Pourquoi voulez-vous que les clochards s'en privent ? .
5857,"La dernière fois, la salope m’a traîné en justice."
5858,C'est la propreté de la scène de crime.
5859,Elle était devant la porte.
5860,Elle s'en était plainte.
5861,Son ex-femme a été assassinée.
5862,Ses joues sont roses.
5863,Et Cleve et Candace ?
5864,Je suis à bout de force.
5865,Personne ne mérite ça.
5866,"Non, pourquoi cette question ?"
5867,Vous pensez qu'elle en rajoutait.
5868,Ces ajouts étaient récents.
5869,Elle enfila des surchaussures.
5870,Il avait des bouclettes fines.
5871,On demande à l'assuré ses symptômes.
5872,Elle dissimulait son vice.
5873,Si cela ne suffit pas à décourager.
5874,Trois policiers en tenue.
5875,Il n'avait qu'à saisir la première.
5876,A-t-il été détroussé ? .
5877,"Maintenant, je lui confie des éléments."
5878,Peut-être qu'il y va prudemment.
5879,N'importe qui est libre d'y entrer .
5880,Elle voulait savoir ce qu'il fabriquait là.
5881,Il se limitait à la voie barrée.
5882,Elle est soulagée d'être mariée.
5883,Cela retient mon attention.
5884,Sa voix était désagréable.
5885,Je me contente de les appliquer.
5886,Sa femme l'a retenu par le coude.
5887,Comment s'entendait-elle avec le personnel ?
5888,Il a conduit son frère à l'aéroport.
5889,Elle lui avait signalé un souci.
5890,Avait-elle tremblé avant de se maîtriser ?
5891,Nous ignorons qui l'a tuée.
5892,Il y avait une photo dans un cadre.
5893,Novak était bien plus canon.
5894,Il y avait des dents étincelantes.
5895,Sloat l'a suivi dehors.
5896,Il parut plus détendu.
5897,Tous les prétextes étaient bons.
5898,"Vita s'est enrichie, pourtant."
5899,"Dans ce cas, pourquoi ?"
5900,Parnell travaillait à domicile.
5901,Le voilà qui pénètre dans la chambre.
5902,Je l'emmène à la kiné.
5903,C'est une simple visite de routine.
5904,Le variateur près du lit était réglé au minimum.
5905,"Ça progresse , dit Milo."
5906,Elle donnait ses propres conseils.
5907,"Sarah, c'est le cheval ."
5908,Ils étaient empilés sur une table de chevet.
5909,C'était un mobile raisonnable.
5910,Tuée ? Quelqu'un l'a tuée ?
5911,Elle n'a jamais eu de problème.
5912,Il portait des Nike blanches.
5913,Il présenta son badge.
5914,Si Bella tire trop fort...
5915,Avec sa langue pendante et son regard couillon .
5916,Il s'est offert un doublé.
5917,"Elle demanda ""Peut-être serez-vous plus disert."
5918,Il y avait de luxueux placards.
5919,Il y avait un mobilier intemporel.
5920,Britt n'est pas mariée .
5921,Elle voulait voir les comptes.
5922,"Oh, mon Dieu !"
5923,Réfléchissez à votre cas personnel.
5924,Je suis passé en chemin.
5925,Un certain Colin Quigg.
5926,La mort était rapide.
5927,L'enveloppe présentait des rides.
5928,On peut jouer soi-même les promeneurs.
5929,Elle m'a certifié que Well-Start n'avait aucun rapport.
5930,Il tripota sa manche droite.
5931,Il était le frère spirituel de Vita.
5932,Le point d'interrogation m'interpella.
5933,J'allais chercher de l'eau.
5934,Il était moins proche de quarante-cinq.
5935,C’était un homme d’âge mûr.
5936,Une sélection de vestes était disposée.
5937,Pour préserver les indices.
5938,Nous sommes mieux équipés.
5939,Les mères étaient trop accaparées.
5940,M. Lipschitz nous a parlé d'une altercation.
5941,Elle le grignota lentement.
5942,Il ne voulait pas qu'elle soit une prédateur sexuel.
5943,Sean a du nouveau.
5944,Mais cela pourrait se retourner contre vous.
5945,Elle trouvait cela anodin.
5946,C'était d'un ciel cruel et dégagé.
5947,C'était comme des œuvres d'art.
5948,Ses tempes étaient argentées.
5949,Nous reviendrons avec les documents requis.
5950,Elle agit comme un serial killer.
5951,Je pourrais me défiler.
5952,Je le fis vers la sortie.
5953,L'évocation du meurtre pourrait provoquer un signe.
5954,Elle s'avança sur la pelouse.
5955,Le Dr Usfel s'en est occupé.
5956,Il portait une canadienne.
5957,Il pensait que Quigg n'était pas parfait.
5958,Elle prend même des cours.
5959,Letty Pomeroy accepta sans hésitation.
5960,Un message lui a été transmis.
5961,Ce n'est pas normal.
5962,Son nez était légèrement retroussé.
5963,J'étais avec mes fils.
5964,Sa taille était moyenne.
5965,Cherchez des disputes récentes.
5966,C'est triste pour elle.
5967,Il était à proximité de Sepulveda.
5968,Il y avait des accoudoirs au crochet.
